car_model,year,model,version,door_count,nr_seats,color,gearbox,engine_capacity,engine_power,transmission,fuel_type,body_type,new_used,mileage,no_accident,country_origin,has_registration,registered,price
citroen,2009,Nemo,1.4i Plus,4,5,Srebrny,Manualna,1 360 cm3,75 KM,Na przednie koła,Benzyna+LPG,Kombi,Używany,156 000 km,Tak,Polska,Tak,Tak,12 000
citroen,2018,C3,1.2 PureTech Shine EAT6,5,5,Biały,Automatyczna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,60 000 km,Tak,Polska,Tak,Tak,43 700
citroen,2014,C4 Grand Picasso,2.0 BlueHDi Exclusive,5,5,Biały,Automatyczna,1 997 cm3,150 KM,Na przednie koła,Diesel,Minivan,Używany,259 000 km,Tak,,Tak,Tak,34 900
citroen,2010,DS3,,3,5,Niebieski,Manualna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Kompakt,Używany,185 277 km,,,Tak,Tak,16 999
citroen,2013,DS3,,3,5,Biały,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,Auta małe,Używany,90 000 km,,,Tak,Tak,24 800
citroen,2022,C3 Aircross,1.2 PureTech Feel S&S,5,,Niebieski,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,35 464 km,Tak,Polska,Tak,Tak,74 900
citroen,2017,C3,,5,5,Biały,Automatyczna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Kompakt,Używany,91 795 km,Tak,,Tak,Tak,38 000
citroen,2012,C4 Aircross,1.6 HDi STT 4x2 Exclusive,5,5,Brązowy,Manualna,1 560 cm3,115 KM,Na przednie koła,Diesel,SUV,Używany,106 000 km,Tak,Belgia,Tak,,31 900
citroen,2012,C3,1.1 Attraction,5,5,Szary,Manualna,1 124 cm3,60 KM,Na przednie koła,Benzyna,Kompakt,Używany,109 400 km,,,Tak,,13 500
citroen,2024,C4,1.2 PureTech Max S&S EAT8,5,5,Szary,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,SUV,Nowy,5 km,Tak,,,,114 510
citroen,2007,C3,1.4i Furio,5,5,Błękitny,Manualna,1 360 cm3,75 KM,Na przednie koła,Benzyna,Kompakt,Używany,147 000 km,Tak,Polska,Tak,Tak,8 900
citroen,2018,SpaceTourer,,5,5,Szary,Manualna,1 199 cm3,131 KM,Na przednie koła,Benzyna,Minivan,Używany,70 020 km,Tak,Polska,,Tak,55 000
citroen,2005,Xsara Picasso,,5,5,Złoty,Manualna,1 560 cm3,109 KM,Na przednie koła,Diesel,Minivan,Używany,275 200 km,,,Tak,,3 700
citroen,2020,C3 Aircross,PureTech 110 Stop & Start OPF C-SERIES,5,5,Brązowy,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,18 000 km,,,Tak,,64 000
citroen,2016,C4 Picasso,BlueHDi 150 EAT6 Exclusive,5,7,Niebieski,Automatyczna,1 997 cm3,150 KM,Na przednie koła,Diesel,Minivan,Używany,151 500 km,Tak,Francja,Tak,Tak,49 500
citroen,2015,C4 Cactus,,5,5,Szary,Manualna,1 199 cm3,82 KM,,Benzyna,SUV,Używany,60 100 km,Tak,Polska,Tak,Tak,36 900
citroen,2006,Berlingo,II 1.6 HDi Multispace,5,5,Srebrny,Manualna,1 560 cm3,90 KM,Na przednie koła,Diesel,Minivan,Używany,293 400 km,Tak,,Tak,Tak,10 900
citroen,2019,C5 Aircross,1.6 PureTech Shine EAT8,5,,Szary,Automatyczna,1 598 cm3,180 KM,Na przednie koła,Benzyna,SUV,Używany,80 500 km,,,Tak,,95 000
citroen,2014,C3,,2,2,Biały,Manualna,1 398 cm3,68 KM,Na przednie koła,Diesel,Auta małe,Używany,146 000 km,,,Tak,,"16 998,60"
citroen,2014,DS3,1.2 VTi Chic,3,5,Szary,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,Auta małe,Używany,207 420 km,,,Tak,,18 800
citroen,2015,Jumpy Combi,,5,8,Złoty,Manualna,1 997 cm3,163 KM,Na przednie koła,Diesel,Minivan,Używany,190 000 km,,,Tak,,53 000
citroen,2012,C5,2.0 HDi Exclusive,4,5,Czarny,Automatyczna,1 997 cm3,163 KM,Na przednie koła,Diesel,Sedan,Używany,319 276 km,,,Tak,,19 000
citroen,2023,C5X,,5,5,Biały,Automatyczna,1 598 cm3,225 KM,Na przednie koła,Hybryda,Coupe,Nowy,5 km,Tak,Polska,,,209 200
citroen,2018,C4 Cactus,1.2 PureTech Feel Edition S&S,5,5,Biały,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,60 000 km,,Niemcy,Tak,,42 900
citroen,2024,C3,1.2 PureTech Max EAT6,5,5,Szary,Automatyczna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Kompakt,Nowy,5 km,Tak,Polska,,,79 000
citroen,2017,C3,1.2 PureTech Elle S&S,5,5,Biały,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Kompakt,Używany,84 250 km,,,Tak,,42 000
citroen,2018,C4 Picasso,,5,5,Biały,Manualna,1 560 cm3,120 KM,,Diesel,Minivan,Używany,134 521 km,,,Tak,,55 000
citroen,2010,C4 Picasso,1.6 VTi Attraction,5,5,Granatowy,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,179 658 km,Tak,Niemcy,Tak,Tak,18 900
citroen,2023,C5 Aircross,1.2 PureTech Shine Pack EAT8,5,5,Szary,Automatyczna,1 199 cm3,130 KM,,Benzyna,SUV,Używany,14 721 km,Tak,Polska,Tak,Tak,109 900
citroen,2016,C4 Grand Picasso,1.2 PureTech Exclusive,5,5,Szary,Manualna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Minivan,Używany,126 570 km,Tak,Polska,Tak,Tak,39 900
citroen,2019,C3 Aircross,1.2 PureTech GPF Feel Pack S&S,5,5,Czarny,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,98 900 km,Tak,Holandia,Tak,Tak,52 500
citroen,2010,C3 Picasso,1.6 HDi Exclusive,5,5,Złoty,Manualna,1 560 cm3,92 KM,Na przednie koła,Diesel,Kompakt,Używany,148 000 km,,Niemcy,Tak,Tak,15 900
citroen,2015,Berlingo,Multispace BlueHDi 120 S&S SELECTION,5,5,Szary,Manualna,1 560 cm3,120 KM,Na przednie koła,Diesel,Minivan,Używany,190 000 km,Tak,Niemcy,,,39 900
citroen,2006,C3,,5,5,Srebrny,Manualna,1 124 cm3,60 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,95 000 km,,Niemcy,Tak,,9 400
citroen,2005,C4,,5,5,Inny kolor,Manualna,1 587 cm3,110 KM,Na przednie koła,Benzyna,Kompakt,Używany,228 010 km,Tak,Holandia,Tak,,10 900
citroen,1970,2 CV,,4,4,Zielony,Manualna,602 cm3,26 KM,,Benzyna,Auta małe,Używany,26 000 km,,,Tak,Tak,47 000
citroen,2023,C3,1.2 PureTech Shine,5,5,Czarny,Manualna,1 199 cm3,83 KM,Na przednie koła,Benzyna,Kompakt,Używany,9 612 km,Tak,Polska,,Tak,62 900
citroen,2005,C5,2.0i 16V Confort,5,5,Inny kolor,Manualna,1 997 cm3,140 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,280 000 km,,,Tak,,10 777
citroen,2006,C4,1.6 16V Impress,5,5,Szary,Manualna,1 587 cm3,110 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,192 000 km,,,Tak,,10 900
citroen,2017,C4 Grand Picasso,2.0 BlueHDi Shine S&S EAT6,5,7,Szary,Automatyczna,1 997 cm3,150 KM,Na przednie koła,Diesel,Minivan,Używany,198 000 km,Tak,Dania,,Tak,49 999
citroen,2020,C5 Aircross,,5,5,Biały,Automatyczna,1 997 cm3,177 KM,Na przednie koła,Diesel,SUV,Używany,149 000 km,Tak,Niemcy,,Tak,85 977
citroen,2015,C3 Picasso,1.2 PureTech MoreLife,5,5,Czerwony,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Minivan,Używany,80 125 km,Tak,Polska,Tak,Tak,26 500
citroen,2016,C4 Grand Picasso,,5,7,Niebieski,Automatyczna,1 560 cm3,120 KM,,Diesel,Minivan,Używany,116 000 km,,,Tak,,48 000
citroen,2010,Berlingo,VTi 120 Multispace,5,5,Niebieski,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,244 500 km,,,Tak,,16 999
citroen,2020,C5 Aircross,BlueHDI 130 S&S LIVE,5,,Szary,Manualna,1 499 cm3,131 KM,Na przednie koła,Diesel,SUV,Używany,88 500 km,,,Tak,,69 500
citroen,2006,Berlingo,Multispace 1.4i Plus,5,5,Niebieski,Manualna,1 360 cm3,75 KM,Na przednie koła,Benzyna,Minivan,Używany,155 621 km,,,Tak,,10 900
citroen,2006,Xsara Picasso,,5,5,Srebrny,Manualna,1 587 cm3,110 KM,Na przednie koła,Benzyna,Minivan,Używany,249 000 km,,Polska,Tak,Tak,5 900
citroen,2014,C5,2.0 HDi Exclusive,5,5,Granatowy,Manualna,1 997 cm3,163 KM,Na przednie koła,Diesel,Kombi,Używany,179 500 km,,,Tak,,33 500
citroen,2019,C5 Aircross,1.5 BlueHDi Shine EAT8,5,5,Szary,Automatyczna,1 499 cm3,130 KM,Na przednie koła,Diesel,SUV,Używany,132 700 km,Tak,Francja,Tak,Tak,68 500
citroen,2012,C4,,5,5,Szary,Manualna,1 560 cm3,112 KM,Na przednie koła,Diesel,Kompakt,Używany,104 000 km,Tak,Niemcy,Tak,,26 900
citroen,2012,C4,1.6 VTi Attraction,5,5,Bordowy,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,130 000 km,Tak,Francja,Tak,,24 500
citroen,2017,Jumper,,4,4,Biały,Manualna,1 997 cm3,130 KM,,Diesel,Minivan,Używany,94 200 km,,,Tak,,179 000
citroen,2006,C3,,5,5,Szary,Manualna,1 360 cm3,73 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,182 000 km,,,Tak,Tak,6 900
citroen,2016,C4,1.2 PureTech MoreLife S&S,5,5,Srebrny,Manualna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kombi,Używany,93 763 km,,Polska,,Tak,44 900
citroen,2013,C3,1.6 e-HDi Seduction,5,5,Czarny,Manualna,1 560 cm3,92 KM,Na przednie koła,Diesel,Auta małe,Używany,130 930 km,,,Tak,,22 600
citroen,2015,DS5,2.0 HDi Pure Pearl,5,5,Biały,Manualna,1 997 cm3,163 KM,Na przednie koła,Diesel,Kompakt,Używany,200 000 km,Tak,Polska,Tak,Tak,43 999
citroen,2004,C2,1.4 HDi Senso Drive VTR,3,4,Fioletowy,Automatyczna,1 398 cm3,68 KM,Na przednie koła,Diesel,Auta miejskie,Używany,266 000 km,Tak,Niemcy,Tak,Tak,6 500
citroen,2008,Berlingo,II 1.6 HDi Multispace,5,5,Inny kolor,Manualna,1 560 cm3,90 KM,Na przednie koła,Diesel,Minivan,Używany,312 000 km,Tak,,Tak,Tak,14 900
citroen,2016,C3,1.2 PureTech Exclusive,5,5,Bordowy,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,Kompakt,Używany,99 000 km,Tak,Polska,Tak,Tak,32 900
citroen,2014,C4 Picasso,1.6 e-HDi Intensive,5,5,Niebieski,Manualna,1 560 cm3,115 KM,Na przednie koła,Diesel,Minivan,Używany,220 000 km,Tak,,Tak,Tak,31 800
citroen,2014,Berlingo,1.6 HDi 90 FAP Multispace,5,5,Brązowy,Manualna,1 560 cm3,92 KM,Na przednie koła,Diesel,Minivan,Używany,230 000 km,,,Tak,,30 000
citroen,2022,C5X,,5,5,Niebieski,Automatyczna,1 199 cm3,130 KM,,Benzyna,Sedan,Używany,16 981 km,Tak,Polska,Tak,Tak,115 900
citroen,2010,C4 Picasso,,5,7,Inny kolor,Manualna,1 560 cm3,109 KM,Na przednie koła,Diesel,Minivan,Używany,178 000 km,Tak,Francja,Tak,Tak,14 900
citroen,2023,C4,PureTech 130 Stop&Start EAT8 MAX,5,5,Czarny,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Używany,21 800 km,Tak,,Tak,Tak,93 999
citroen,2008,C5,2.0i 16V Exclusive,4,5,Czarny,Manualna,1 997 cm3,140 KM,Na przednie koła,Benzyna+LPG,Sedan,Używany,159 948 km,,Polska,Tak,Tak,31 000
citroen,2012,C5,Cross Tourer 2.0 HDi Exclusive,5,5,Czarny,Automatyczna,1 997 cm3,163 KM,Na przednie koła,Diesel,Kombi,Używany,186 350 km,Tak,Szwecja,Tak,,22 500
citroen,2006,C3,1.4 Furio,5,5,Beżowy,Manualna,1 360 cm3,75 KM,Na przednie koła,Benzyna,Kompakt,Używany,245 500 km,,,Tak,,5 600
citroen,2012,C4 Picasso,2.0 BlueHDi Exclusive,5,7,Granatowy,Automatyczna,1 997 cm3,150 KM,Na przednie koła,Diesel,Minivan,Używany,121 000 km,Tak,,,,26 900
citroen,2019,C-Elysée,,4,5,Szary,Manualna,1 199 cm3,83 KM,Na przednie koła,Benzyna,Sedan,Używany,96 000 km,Tak,Polska,,Tak,"30 898,83"
citroen,2020,C5 Aircross,,5,5,Biały,Manualna,1 499 cm3,130 KM,Na przednie koła,Diesel,SUV,Używany,40 000 km,,,,,86 990
citroen,2012,C4,1.6 VTi Exclusive,5,5,Czerwony,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,141 800 km,,,Tak,,24 900
citroen,2019,DS7,Crossback BlueHDI 130 BASTILLE,5,,Czarny,Automatyczna,1 499 cm3,130 KM,Na przednie koła,Diesel,SUV,Używany,145 000 km,,,Tak,,69 999
citroen,2013,C5,Tourer HDi 200 FAP Exclusive,5,,Brązowy,Automatyczna,2 179 cm3,204 KM,Na przednie koła,Diesel,Kombi,Używany,197 000 km,,,Tak,,31 900
citroen,2009,Berlingo,,5,2,Biały,Manualna,1 560 cm3,75 KM,Na przednie koła,Diesel,Minivan,Używany,223 000 km,Tak,Niemcy,Tak,,3 700
citroen,2019,C5 Aircross,1.2 PureTech Live,5,5,Biały,Manualna,1 199 cm3,130 KM,Na przednie koła,Benzyna,SUV,Używany,64 145 km,Tak,Polska,Tak,Tak,66 900
citroen,2014,C4 Picasso,VTi 120 Attraction,5,5,Szary,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,99 800 km,,Niemcy,Tak,Tak,36 900
citroen,2005,Xsara Picasso,1.6 HDI SX Pack,5,5,Srebrny,Manualna,1 560 cm3,110 KM,Na przednie koła,Diesel,Minivan,Używany,193 000 km,,Polska,Tak,Tak,3 300
citroen,2014,C3 Picasso,1.6i Seduction,5,5,Czarny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,149 000 km,Tak,Polska,,Tak,24 800
citroen,2015,C4 Picasso,,5,7,Czarny,Manualna,1 199 cm3,130 KM,Na tylne koła,Benzyna,Minivan,Używany,240 000 km,Tak,Polska,Tak,Tak,29 500
citroen,2014,DS5,HDi 165 SportChic,5,5,Granatowy,Manualna,1 997 cm3,163 KM,Na przednie koła,Diesel,Kompakt,Używany,180 000 km,Tak,Niemcy,Tak,,39 900
citroen,2015,Berlingo,1.6 HDi Seduction,5,,Biały,Manualna,1 560 cm3,75 KM,Na przednie koła,Diesel,Minivan,Używany,253 000 km,,,Tak,,22 900
citroen,2010,DS3,1.6 THP SportChic,3,5,Srebrny,Manualna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Kompakt,Używany,197 000 km,Tak,Francja,Tak,Tak,19 950
citroen,2020,C5 Aircross,1.6 PureTech Shine EAT8,5,5,Biały,Automatyczna,1 598 cm3,180 KM,4x4 (dołączany ręcznie),Benzyna,SUV,Używany,147 802 km,Tak,Polska,,Tak,69 900
citroen,2012,C4 Grand Picasso,2.0 HDi Exclusive,5,7,Brązowy,Manualna,1 997 cm3,150 KM,Na przednie koła,Diesel,Minivan,Używany,292 378 km,Tak,Francja,Tak,Tak,23 900
citroen,2015,C3,,5,5,Fioletowy,Manualna,1 199 cm3,82 KM,Na przednie koła,Benzyna,Kompakt,Używany,120 000 km,Tak,Niemcy,,,26 900
citroen,2023,Inny,,2,,Niebieski,Automatyczna,,8 KM,,Elektryczny,Auta małe,Używany,490 km,,,,,32 750
citroen,2008,C3,1.1i Impress,5,5,Szary,Manualna,1 124 cm3,60 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,128 200 km,,Polska,Tak,,5 990
citroen,2010,Berlingo,1.6 VTi 16V Multispace,5,5,Czarny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,179 000 km,,Niemcy,Tak,Tak,24 900
citroen,2015,C4 Picasso,BlueHDi 120 EAT6 Exclusive,5,5,Czarny,Automatyczna,1 560 cm3,120 KM,Na przednie koła,Diesel,Minivan,Używany,189 000 km,,,Tak,,22 500
citroen,2012,DS4,1.6 THP SportChic,5,5,Brązowy,Manualna,1 598 cm3,200 KM,Na przednie koła,Benzyna,Kompakt,Używany,200 000 km,,,Tak,,30 900
citroen,2012,C5,,5,5,Czarny,Manualna,1 997 cm3,140 KM,,Diesel,Kombi,Używany,217 000 km,,,Tak,,22 600
citroen,2012,C5,,5,5,Brązowy,Manualna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Kombi,Używany,213 000 km,,,Tak,Tak,19 500
citroen,2011,Jumpy Combi,,5,8,Szary,Manualna,1 997 cm3,120 KM,Na przednie koła,Diesel,Kombi,Używany,299 400 km,Tak,,Tak,Tak,33 500
citroen,2007,C4 Picasso,2.0 HDi Exclusive,5,5,Czarny,Automatyczna,1 997 cm3,136 KM,Na przednie koła,Diesel,Minivan,Używany,169 500 km,Tak,Niemcy,Tak,Tak,14 500
citroen,2010,C5,Cross Tourer 2.0 HDi Exclusive,5,5,Czarny,Automatyczna,1 997 cm3,163 KM,Na przednie koła,Diesel,Kombi,Używany,456 430 km,,Francja,Tak,Tak,15 000
citroen,2009,Berlingo,1.6 HDi XTR,4,5,Złoty,Manualna,1 560 cm3,110 KM,Na przednie koła,Diesel,Minivan,Używany,194 000 km,Tak,Polska,Tak,Tak,20 500
citroen,2010,C5,2.0 HDi Exclusive,5,5,Czarny,Manualna,1 997 cm3,163 KM,Na przednie koła,Diesel,Kombi,Używany,242 858 km,Tak,Niemcy,Tak,Tak,16 800
citroen,2018,C3,,5,,Inny kolor,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Kompakt,Używany,126 555 km,Tak,,,,34 900
citroen,2010,Berlingo,1.6 HDi Multispace,4,,Błękitny,Manualna,1 560 cm3,110 KM,Na przednie koła,Diesel,Minivan,Używany,370 000 km,,,Tak,,17 900
citroen,2018,C-Elysée,1.6 VTi MoreLife,4,5,Srebrny,Manualna,1 587 cm3,115 KM,Na przednie koła,Benzyna,Sedan,Używany,282 562 km,Tak,Polska,Tak,Tak,20 000
citroen,2015,DS5,1.6 THP SportChic,5,5,Srebrny,Manualna,1 598 cm3,200 KM,Na przednie koła,Benzyna,Kompakt,Używany,99 180 km,,,Tak,Tak,49 800
citroen,2018,C3 Aircross,,5,5,Biały,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,79 156 km,Tak,Polska,Tak,Tak,53 900
citroen,2016,C4 Picasso,BlueHDi 120 FEEL,5,5,Szary,Manualna,1 560 cm3,120 KM,Na przednie koła,Diesel,Minivan,Używany,177 000 km,Tak,Niemcy,Tak,,38 900
citroen,2019,Berlingo,M 1.5 BlueHDI Live,5,,Biały,Manualna,1 499 cm3,76 KM,Na przednie koła,Diesel,Minivan,Używany,152 251 km,,,Tak,,55 350
citroen,2013,C4 Picasso,1.6 THP Exclusive,5,5,Szary,Manualna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Minivan,Używany,238 000 km,Tak,Holandia,Tak,Tak,30 000
citroen,2021,C4,1.2 PureTech Shine S&S EAT8,5,5,Niebieski,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Używany,62 000 km,Tak,Polska,Tak,,79 100
citroen,2008,C4,2.0 HDi Exclusive,5,5,Szary,Automatyczna,1 997 cm3,136 KM,Na przednie koła,Diesel,Kompakt,Używany,138 000 km,,Niemcy,Tak,Tak,11 900
citroen,2014,C3 Picasso,,5,5,Inny kolor,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Minivan,Używany,141 000 km,Tak,Polska,Tak,Tak,22 900
citroen,2019,C5 Aircross,1.2 PureTech Live,5,5,Biały,Manualna,1 199 cm3,130 KM,Na przednie koła,Benzyna,SUV,Używany,63 400 km,Tak,Polska,Tak,Tak,74 000
citroen,2022,C4,1.2 PureTech Feel S&S,5,5,Szary,Manualna,1 199 cm3,102 KM,Na przednie koła,Benzyna,SUV,Używany,13 773 km,Tak,Polska,Tak,Tak,85 500
citroen,2005,C8,2.0 HDi SX,5,7,Inny kolor,Manualna,1 997 cm3,110 KM,Na przednie koła,Diesel,Minivan,Używany,298 600 km,,,Tak,Tak,5 800
citroen,2016,Berlingo,,4,5,Niebieski,Manualna,1 560 cm3,99 KM,Na przednie koła,Diesel,Minivan,Używany,149 000 km,,,Tak,,34 400
citroen,2003,C3,1.1 Freeze (x),5,5,Bordowy,Manualna,1 124 cm3,60 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,259 000 km,Tak,Polska,Tak,Tak,3 990
citroen,2012,C4 Grand Picasso,2.0 HDi FAP (7-Sitzer) Exclusive,5,7,Biały,Manualna,1 997 cm3,150 KM,Na przednie koła,Diesel,Minivan,Używany,267 560 km,,,Tak,,25 000
citroen,2014,DS4,,5,5,Czarny,Manualna,1 997 cm3,163 KM,Na przednie koła,Diesel,Coupe,Używany,112 771 km,,,Tak,,32 500
citroen,2010,C3,1.1 Advance,5,5,Szary,Manualna,1 124 cm3,60 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,115 000 km,,,Tak,,10 500
citroen,2018,C3 Aircross,1.2 PureTech Feel S&S,5,5,Srebrny,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,81 096 km,Tak,Francja,Tak,Tak,49 900
citroen,2019,Berlingo,XL 1.2 PureTech Feel S&S (7-os.),5,7,Biały,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,Minivan,Używany,154 000 km,Tak,Polska,Tak,Tak,"54 118,77"
citroen,2008,C5,2.0i 16V Exclusive,5,5,Czarny,Manualna,1 997 cm3,140 KM,Na przednie koła,Benzyna+LPG,Sedan,Używany,256 000 km,,,Tak,Tak,19 800
citroen,2019,C4 SpaceTourer,1.5 BlueHDi More Life S&S EAT8,5,5,Brązowy,Automatyczna,1 499 cm3,130 KM,Na przednie koła,Diesel,Minivan,Używany,129 000 km,,,Tak,,54 300
citroen,2013,DS4,VTi 120 Urban Show,5,5,Czarny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,168 000 km,Tak,Belgia,Tak,,32 900
citroen,2012,DS4,BlueHDi 120 S&S Business Class,5,5,Inny kolor,Manualna,1 560 cm3,120 KM,Na przednie koła,Diesel,Kompakt,Używany,94 797 km,Tak,Polska,Tak,Tak,32 900
citroen,2019,C3 Aircross,1.2 PureTech Feel S&S,5,5,Czerwony,Manualna,1 199 cm3,110 KM,Na przednie koła,Benzyna,SUV,Używany,96 985 km,Tak,Polska,Tak,Tak,46 900
citroen,2009,C4,1.6 VTi Impress,5,5,Szary,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,144 000 km,,,Tak,,12 900
citroen,2013,C4 Picasso,1.6 VTi Attraction,5,7,Czarny,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kombi,Używany,153 000 km,,Szwajcaria,Tak,Tak,24 900
citroen,2008,C4,1.6 HDi SX Pack MCP,5,5,Czerwony,Automatyczna,1 560 cm3,110 KM,Na przednie koła,Diesel,Auta miejskie,Używany,228 488 km,,Polska,Tak,Tak,7 900
citroen,2024,Berlingo,MPV M 1.5 BlueHDI Plus S&S N1,5,5,Zielony,Manualna,1 499 cm3,130 KM,Na przednie koła,Diesel,Minivan,Nowy,2 km,Tak,,,,119 790
citroen,2022,Berlingo,M 1.5 BlueHDI Shine S&S,5,5,Inny kolor,Manualna,1 499 cm3,102 KM,Na przednie koła,Diesel,Minivan,Używany,28 000 km,Tak,Polska,Tak,Tak,89 999
citroen,2007,C-Crosser,2.2 HDi Exclusive,5,7,Srebrny,Manualna,2 179 cm3,156 KM,4x4 (stały),Diesel,SUV,Używany,291 537 km,Tak,,Tak,Tak,17 900
citroen,2011,Jumper,,4,,Srebrny,Manualna,2 990 cm3,180 KM,,Diesel,Minivan,Używany,380 000 km,Tak,Belgia,Tak,Tak,49 990
citroen,2011,C4,,5,5,Szary,Manualna,1 598 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,155 000 km,Tak,Niemcy,Tak,Tak,19 800
citroen,2023,C3 Aircross,,5,5,Niebieski,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,SUV,Używany,3 214 km,Tak,Polska,Tak,Tak,79 900
citroen,2013,C4 Picasso,e-HDi 115 ETG6 Exclusive,5,5,Srebrny,Automatyczna,1 560 cm3,116 KM,Na przednie koła,Diesel,Minivan,Używany,208 000 km,,,Tak,,28 500
citroen,2024,C4,1.2 PureTech Max S&S EAT8,5,,Czarny,Automatyczna,1 199 cm3,130 KM,Na przednie koła,Benzyna,Kompakt,Nowy,5 000 km,Tak,,,,103 900
citroen,2007,Berlingo,,4,5,Beżowy,Manualna,1 560 cm3,75 KM,Na przednie koła,Diesel,Minivan,Używany,372 000 km,Tak,,Tak,Tak,7 900
citroen,2006,C5,2.0i 16V Exclusive,5,5,Czarny,Manualna,1 997 cm3,140 KM,Na przednie koła,Benzyna,Kombi,Używany,227 000 km,Tak,Holandia,Tak,Tak,7 999
citroen,2010,C5,1.6 THP 16V Confort,5,5,Czarny,Manualna,1 598 cm3,156 KM,Na przednie koła,Benzyna,Kombi,Używany,240 300 km,,,Tak,,15 900
citroen,2014,C4 Grand Picasso,1.6 HDi FAP (7-Sitzer) CoolTech,5,7,Inny kolor,Manualna,1 560 cm3,112 KM,Na przednie koła,Diesel,Minivan,Używany,190 000 km,Tak,,,,31 900
citroen,2019,C5 Aircross,1.6 PureTech Live EAT8,5,5,Inny kolor,Automatyczna,1 598 cm3,180 KM,Na przednie koła,Benzyna,SUV,Używany,80 000 km,,,,,35 000
citroen,2007,C5,2.0i 16V Exclusive,5,5,Srebrny,Automatyczna,1 997 cm3,140 KM,Na przednie koła,Benzyna,Sedan,Używany,180 237 km,Tak,Niemcy,Tak,Tak,11 900
citroen,2005,Xsara Picasso,1.8 16V SX,5,5,Bordowy,Manualna,1 749 cm3,117 KM,Na przednie koła,Benzyna,Minivan,Używany,172 000 km,,,Tak,,7 900
citroen,2006,Berlingo,II 1.6 HDi Multispace,5,5,Błękitny,Manualna,1 560 cm3,90 KM,Na przednie koła,Diesel,Minivan,Używany,262 000 km,Tak,,Tak,Tak,9 800
citroen,2019,C3,1.2 PureTech Feel,5,5,Zielony,Manualna,1 199 cm3,83 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,58 100 km,,Włochy,Tak,Tak,39 900
citroen,2010,C4 Picasso,1.6 HDi Impress MCP,5,,Srebrny,Automatyczna,1 560 cm3,110 KM,,Diesel,Minivan,Używany,295 518 km,,Niemcy,Tak,Tak,16 900
citroen,2016,C5,,5,5,Czarny,Automatyczna,1 997 cm3,180 KM,Na przednie koła,Diesel,Sedan,Używany,172 000 km,,Niemcy,Tak,,42 900
